"","id","n","correct","near","t","l","cond","csv"
"2139",317,20,1,70,1097,2,"uncued",2
"2140",317,20,0,30,848,2,"uncued",6
"2141",317,20,0,30,425,2,"uncued",9
"2142",317,20,0,70,688,2,"uncued",1
"2143",317,10,1,70,698,2,"uncued",11
"2144",317,50,0,30,687,2,"uncued",16
"2145",317,10,1,70,825,2,"uncued",1
"2146",317,50,1,70,815,2,"uncued",6
"2147",317,10,0,30,681,2,"uncued",16
"2148",317,20,1,30,696,2,"uncued",12
"2149",317,50,1,30,656,2,"uncued",15
"2150",317,20,0,70,718,2,"uncued",13
"2151",317,10,0,70,823,2,"uncued",4
"2152",317,10,1,70,518,2,"uncued",17
"2153",317,20,0,30,632,2,"uncued",15
"2154",317,20,1,70,727,2,"uncued",7
"2155",317,50,1,70,679,2,"uncued",11
"2156",317,30,0,30,743,2,"uncued",17
"2157",317,10,1,70,576,2,"uncued",8
"2158",317,20,0,30,664,2,"uncued",19
"2159",317,40,1,30,559,2,"uncued",14
"2160",317,30,0,30,520,2,"uncued",16
"2161",317,50,1,30,439,2,"uncued",16
"2162",317,10,1,70,705,2,"uncued",8
"2163",317,30,1,30,1078,2,"uncued",20
"2164",317,50,1,30,1296,2,"uncued",14
"2165",317,50,0,70,1215,2,"uncued",7
"2166",317,10,1,70,839,2,"uncued",9
"2167",317,50,0,70,792,2,"uncued",15
"2168",317,50,1,70,463,2,"uncued",5
"2169",317,50,1,70,535,2,"uncued",20
"2170",317,10,1,30,616,2,"uncued",19
"2171",317,10,0,30,680,2,"uncued",19
"2172",317,50,0,30,607,2,"uncued",14
"2173",317,40,0,30,462,2,"uncued",5
"2174",317,10,0,30,640,2,"uncued",19
"2175",317,50,1,70,432,2,"uncued",15
"2176",317,30,0,70,401,2,"uncued",16
"2177",317,50,0,30,505,2,"uncued",6
"2178",317,40,0,70,672,2,"uncued",2
"2179",317,50,1,30,561,2,"uncued",18
"2180",317,30,0,30,472,2,"uncued",12
"2181",317,30,1,30,313,2,"uncued",13
"2182",317,10,0,30,510,2,"uncued",5
"2183",317,10,1,30,575,2,"uncued",12
"2184",317,10,1,30,784,2,"uncued",4
"2185",317,20,1,70,646,2,"uncued",5
"2186",317,40,0,70,632,2,"uncued",3
"2187",317,40,1,70,902,2,"uncued",9
"2188",317,50,1,70,879,2,"uncued",3
"2189",317,10,0,70,743,2,"uncued",2
"2190",317,20,1,30,559,2,"uncued",11
"2191",317,20,1,70,760,2,"uncued",11
"2192",317,40,1,70,214,2,"uncued",15
"2193",317,50,1,30,750,2,"uncued",12
"2194",317,10,0,30,808,2,"uncued",3
"2195",317,40,1,30,678,2,"uncued",16
"2196",317,50,0,70,470,2,"uncued",7
"2197",317,40,1,30,600,2,"uncued",15
"2198",317,50,1,70,568,2,"uncued",12
"2199",317,10,0,30,398,2,"uncued",14
"2200",317,40,0,30,438,2,"uncued",2
"2201",318,30,1,70,2332,2,"uncued",6
"2202",318,40,1,70,1887,2,"uncued",18
"2203",318,50,1,70,1424,2,"uncued",19
"2204",318,10,1,30,1745,2,"uncued",6
"2205",318,40,1,30,2255,2,"uncued",2
"2206",318,20,1,30,2257,2,"uncued",3
"2207",318,50,1,70,2110,2,"uncued",2
"2208",318,10,0,30,1394,2,"uncued",8
"2209",318,10,1,30,1744,2,"uncued",13
"2210",318,20,1,30,1696,2,"uncued",3
"2211",318,10,1,70,1198,2,"uncued",11
"2212",318,40,1,70,1296,2,"uncued",1
"2213",318,30,1,70,1166,2,"uncued",20
"2214",318,10,1,70,1216,2,"uncued",3
"2215",318,50,1,30,1263,2,"uncued",13
"2216",318,50,1,30,1039,2,"uncued",1
"2217",318,10,1,30,1182,2,"uncued",1
"2218",318,40,1,70,1151,2,"uncued",19
"2219",318,30,1,30,1039,2,"uncued",20
"2220",318,40,1,30,1003,2,"uncued",20
"2221",318,40,1,70,1054,2,"uncued",17
"2222",318,40,1,30,844,2,"uncued",5
"2223",318,20,1,30,2046,2,"uncued",19
"2224",318,40,1,30,925,2,"uncued",20
"2225",318,20,1,30,1646,2,"uncued",2
"2226",318,50,1,70,1179,2,"uncued",9
"2227",318,20,1,30,975,2,"uncued",16
"2228",318,40,1,30,892,2,"uncued",16
"2229",318,40,1,70,784,2,"uncued",13
"2230",318,40,1,70,798,2,"uncued",8
"2231",318,30,0,30,976,2,"uncued",6
"2232",318,20,1,70,1420,2,"uncued",7
"2233",318,40,1,70,927,2,"uncued",8
"2234",318,50,1,70,957,2,"uncued",13
"2235",318,50,1,70,1312,2,"uncued",2
"2236",318,40,1,30,1437,2,"uncued",9
"2237",318,10,0,30,1822,2,"uncued",8
"2238",318,50,1,30,852,2,"uncued",9
"2239",318,50,1,70,721,2,"uncued",4
"2240",318,50,1,70,924,2,"uncued",12
"2241",318,50,1,30,1054,2,"uncued",10
"2242",318,30,1,70,1180,2,"uncued",4
"2243",318,30,1,70,911,2,"uncued",3
"2244",318,40,1,70,1133,2,"uncued",19
"2245",318,10,1,70,717,2,"uncued",7
"2246",318,30,0,30,1518,2,"uncued",16
"2247",318,40,1,70,733,2,"uncued",4
"2248",318,40,1,70,780,2,"uncued",9
"2249",318,10,1,70,752,2,"uncued",11
"2250",318,50,1,30,1405,2,"uncued",12
"2251",318,40,1,30,1724,2,"uncued",10
"2252",318,30,1,70,977,2,"uncued",5
"2253",318,50,1,70,781,2,"uncued",18
"2254",318,50,1,30,1025,2,"uncued",7
"2255",318,10,1,30,798,2,"uncued",6
"2256",318,10,1,70,800,2,"uncued",12
"2257",318,40,1,30,846,2,"uncued",13
"2258",318,50,0,30,786,2,"uncued",10
"2259",318,10,0,30,959,2,"uncued",12
"2260",318,20,0,30,848,2,"uncued",10
"2261",318,30,1,30,973,2,"uncued",5
"2262",318,40,1,30,800,2,"uncued",4
"2263",318,40,1,70,670,2,"uncued",1
"2264",318,40,1,30,881,2,"uncued",16
"2265",318,10,1,30,686,2,"uncued",14
"2266",318,10,1,30,895,2,"uncued",3
"2267",318,40,1,30,798,2,"uncued",19
"2268",318,20,1,30,816,2,"uncued",16
"2269",318,20,1,70,653,2,"uncued",20
"2270",318,20,1,70,1006,2,"uncued",4
"2271",318,10,0,30,1021,2,"uncued",9
"2272",318,30,0,30,1026,2,"uncued",16
"2273",318,30,1,70,1039,2,"uncued",14
"2274",318,50,1,30,721,2,"uncued",19
"2275",318,30,1,70,958,2,"uncued",15
"2276",318,50,1,70,1007,2,"uncued",1
"2277",318,20,0,30,1070,2,"uncued",11
"2278",318,20,1,70,896,2,"uncued",20
"2279",318,10,1,30,1102,2,"uncued",3
"2280",318,30,1,30,1229,2,"uncued",13
"2281",318,20,1,70,880,2,"uncued",16
"2282",318,20,1,70,800,2,"uncued",8
"2283",318,10,0,30,990,2,"uncued",8
"2284",318,20,1,70,1054,2,"uncued",1
"2285",318,30,1,70,830,2,"uncued",7
"2286",318,10,1,70,944,2,"uncued",4
"2287",318,10,1,70,670,2,"uncued",7
"2288",318,10,1,30,1009,2,"uncued",4
"2289",318,40,1,70,784,2,"uncued",17
"2290",318,30,1,70,833,2,"uncued",13
"2291",318,30,0,70,863,2,"uncued",14
"2292",318,20,1,70,752,2,"uncued",1
"2293",318,20,1,70,861,2,"uncued",2
"2294",318,40,1,30,765,2,"uncued",17
"2295",318,40,1,30,960,2,"uncued",16
"2296",318,40,1,30,882,2,"uncued",19
"2297",318,10,1,30,911,2,"uncued",6
"2298",318,10,0,30,769,2,"uncued",11
"2299",318,10,1,30,1182,2,"uncued",5
"2300",318,40,1,70,1170,2,"uncued",18
"2301",318,50,1,70,1183,2,"uncued",10
"2302",318,20,1,70,1311,2,"uncued",20
"2303",318,30,1,70,764,2,"uncued",11
"2304",318,20,1,70,845,2,"uncued",10
"2305",318,20,0,30,1021,2,"uncued",20
"2306",318,50,1,30,1005,2,"uncued",14
"2307",318,20,1,70,703,2,"uncued",9
"2308",318,50,1,30,864,2,"uncued",5
"2309",318,50,1,70,798,2,"uncued",20
"2310",318,40,0,30,1103,2,"uncued",14
"2311",318,40,1,30,1037,2,"uncued",18
"2312",318,10,1,30,799,2,"uncued",6
"2313",318,30,1,70,1181,2,"uncued",14
"2314",318,30,1,30,1168,2,"uncued",12
"2315",318,50,1,70,814,2,"uncued",20
"2316",318,30,0,30,916,2,"uncued",9
"2317",318,30,0,30,1694,2,"uncued",7
"2318",318,40,1,70,1042,2,"uncued",3
"2319",318,20,1,70,687,2,"uncued",2
"2320",318,40,1,70,722,2,"uncued",19
"2321",318,20,1,30,991,2,"uncued",15
"2322",318,30,0,30,1040,2,"uncued",3
"2323",318,30,1,70,1323,2,"uncued",14
"2324",318,20,1,30,1776,2,"uncued",13
"2325",318,30,1,30,975,2,"uncued",18
"2326",318,50,1,70,893,2,"uncued",5
"2327",318,50,1,30,832,2,"uncued",9
"2328",318,40,1,70,719,2,"uncued",8
"2329",318,30,0,30,866,2,"uncued",3
"2330",318,20,0,70,655,2,"uncued",9
"2331",318,10,1,30,1198,2,"uncued",6
"2332",318,30,1,30,974,2,"uncued",9
"2333",318,10,1,70,1070,2,"uncued",10
"2334",318,50,1,70,1120,2,"uncued",14
"2335",318,50,1,70,782,2,"uncued",18
"2336",318,10,0,30,814,2,"uncued",11
"2337",318,50,1,70,894,2,"uncued",15
"2338",318,50,1,70,846,2,"uncued",16
"2339",318,20,1,70,734,2,"uncued",17
"2340",318,50,1,70,959,2,"uncued",4
"2341",318,10,1,30,779,2,"uncued",6
"2342",318,10,1,30,976,2,"uncued",18
"2343",318,50,1,30,925,2,"uncued",15
"2344",318,20,1,70,607,2,"uncued",7
"2345",318,40,1,30,861,2,"uncued",15
"2346",318,30,1,30,686,2,"uncued",5
"2347",318,50,1,30,1088,2,"uncued",18
"2348",318,20,0,30,1294,2,"uncued",8
"2349",318,40,0,30,1180,2,"uncued",11
"2350",318,40,1,70,767,2,"uncued",15
"2351",318,40,1,70,784,2,"uncued",16
"2352",318,20,1,70,751,2,"uncued",11
"2353",318,20,1,30,814,2,"uncued",4
"2354",318,10,1,70,782,2,"uncued",3
"2355",318,30,1,30,1051,2,"uncued",18
"2356",318,10,0,30,718,2,"uncued",11
"2357",318,10,1,70,1055,2,"uncued",1
"2358",318,40,1,70,894,2,"uncued",2
"2359",318,10,0,30,1340,2,"uncued",15
"2360",318,20,1,30,1232,2,"uncued",6
"2361",318,30,1,30,896,2,"uncued",12
"2362",318,20,1,70,993,2,"uncued",10
"2363",318,10,1,30,686,2,"uncued",14
"2364",318,10,0,30,1151,2,"uncued",2
"2365",318,30,1,30,1311,2,"uncued",13
"2366",318,20,1,30,1040,2,"uncued",2
"2367",318,10,1,70,863,2,"uncued",17
"2368",318,10,0,70,1313,2,"uncued",12
"2369",318,20,1,30,991,2,"uncued",14
"2370",318,50,0,30,753,2,"uncued",8
"2371",318,20,1,30,879,2,"uncued",5
"2372",318,50,1,70,928,2,"uncued",1
"2373",318,30,1,30,734,2,"uncued",11
"2374",318,30,1,70,993,2,"uncued",7
"2375",318,50,1,30,703,2,"uncued",6
"2376",318,30,1,30,848,2,"uncued",15
"2377",318,50,1,70,846,2,"uncued",12
"2378",318,40,1,30,960,2,"uncued",17
"2379",318,50,1,70,733,2,"uncued",8
"2380",318,30,1,30,637,2,"uncued",15
"2381",318,20,1,70,847,2,"uncued",17
"2382",318,10,1,30,689,2,"uncued",19
"2383",318,10,1,70,848,2,"uncued",2
"2384",318,30,1,70,1073,2,"uncued",13
"2385",318,20,1,70,815,2,"uncued",18
"2386",318,30,1,70,734,2,"uncued",7
"2387",318,50,1,70,878,2,"uncued",4
"2388",318,30,1,70,927,2,"uncued",19
"2389",318,30,1,70,718,2,"uncued",5
"2390",318,30,1,70,541,2,"uncued",5
"2391",318,50,1,70,765,2,"uncued",17
"2392",318,40,1,30,831,2,"uncued",12
"2393",318,10,1,70,1320,2,"uncued",1
"2394",318,20,0,30,925,2,"uncued",10
"2395",318,30,1,70,830,2,"uncued",15
"2396",318,50,1,70,799,2,"uncued",17
"2397",318,20,1,70,892,2,"uncued",10
"2398",318,50,1,70,686,2,"uncued",12
"2399",318,20,1,30,924,2,"uncued",17
"2400",318,40,1,70,719,2,"uncued",7
"2401",319,40,1,70,1666,5,"uncued",1
"2402",319,50,1,70,1265,5,"uncued",20
"2403",319,40,1,70,1502,5,"uncued",10
"2404",319,50,1,30,1199,5,"uncued",13
"2405",319,20,1,70,1071,5,"uncued",10
"2406",319,30,1,70,664,5,"uncued",2
"2407",319,50,1,70,1011,5,"uncued",1
"2408",319,30,1,70,916,5,"uncued",10
"2409",319,20,1,30,920,5,"uncued",7
"2410",319,50,1,70,674,5,"uncued",9
"2411",319,10,0,30,1232,5,"uncued",6
"2412",319,20,1,70,780,5,"uncued",17
"2413",319,20,1,30,1274,5,"uncued",3
"2414",319,50,1,30,1221,5,"uncued",19
"2415",319,10,1,30,725,5,"uncued",20
"2416",319,30,1,70,573,5,"uncued",6
"2417",319,40,1,30,752,5,"uncued",18
"2418",319,40,1,30,603,5,"uncued",3
"2419",319,10,1,70,791,5,"uncued",6
"2420",319,40,1,30,639,5,"uncued",5
"2421",319,30,1,70,555,5,"uncued",13
"2422",319,10,1,30,785,5,"uncued",18
"2423",319,30,0,70,594,5,"uncued",8
"2424",319,10,1,70,679,5,"uncued",1
"2425",319,30,1,70,657,5,"uncued",17
"2426",319,50,1,70,648,5,"uncued",13
"2427",319,20,1,30,748,5,"uncued",10
"2428",319,20,1,30,787,5,"uncued",17
"2429",319,20,1,70,650,5,"uncued",5
"2430",319,20,1,70,531,5,"uncued",17
"2431",319,20,0,70,520,5,"uncued",1
"2432",319,40,1,70,724,5,"uncued",13
"2433",319,50,1,30,764,5,"uncued",10
"2434",319,20,1,30,928,5,"uncued",3
"2435",319,50,1,30,1140,5,"uncued",1
"2436",319,30,1,70,891,5,"uncued",14
"2437",319,20,1,70,865,5,"uncued",8
"2438",319,30,1,70,687,5,"uncued",9
"2439",319,20,1,70,702,5,"uncued",10
"2440",319,50,1,30,1522,5,"uncued",8
"2441",319,30,1,70,753,5,"uncued",19
"2442",319,10,1,70,880,5,"uncued",4
"2443",319,40,1,70,615,5,"uncued",6
"2444",319,40,1,70,665,5,"uncued",17
"2445",319,30,1,30,762,5,"uncued",13
"2446",319,30,1,30,879,5,"uncued",8
"2447",319,50,1,30,711,5,"uncued",15
"2448",319,30,1,70,807,5,"uncued",2
"2449",319,30,1,30,849,5,"uncued",16
"2450",319,10,1,70,826,5,"uncued",5
"2451",319,30,1,70,847,5,"uncued",18
"2452",319,50,1,30,809,5,"uncued",9
"2453",319,30,1,70,599,5,"uncued",15
"2454",319,20,1,70,568,5,"uncued",13
"2455",319,10,1,30,813,5,"uncued",14
"2456",319,30,1,70,827,5,"uncued",5
"2457",319,20,1,30,790,5,"uncued",16
"2458",319,10,1,30,1234,5,"uncued",3
"2459",319,10,1,70,643,5,"uncued",13
"2460",319,20,1,30,701,5,"uncued",17
"2461",319,50,1,30,582,5,"uncued",20
"2462",319,30,1,30,1071,5,"uncued",6
"2463",319,10,1,30,717,5,"uncued",12
"2464",319,50,1,70,623,5,"uncued",7
"2465",319,10,1,30,1142,5,"uncued",2
"2466",319,40,1,30,1383,5,"uncued",4
"2467",319,20,1,70,1001,5,"uncued",11
"2468",319,10,1,70,852,5,"uncued",4
"2469",319,40,1,30,971,5,"uncued",6
"2470",319,40,1,30,829,5,"uncued",1
"2471",319,50,1,30,621,5,"uncued",20
"2472",319,50,1,70,1041,5,"uncued",19
"2473",319,10,1,30,819,5,"uncued",12
"2474",319,10,1,30,1149,5,"uncued",9
"2475",319,20,1,70,779,5,"uncued",14
"2476",319,30,1,70,563,5,"uncued",19
"2477",319,20,1,30,930,5,"uncued",19
"2478",319,20,1,70,856,5,"uncued",9
"2479",319,50,1,70,803,5,"uncued",12
"2480",319,20,1,30,1158,5,"uncued",2
"2481",319,50,1,30,868,5,"uncued",9
"2482",319,50,1,30,787,5,"uncued",16
"2483",319,50,1,70,607,5,"uncued",3
"2484",319,10,1,30,816,5,"uncued",12
"2485",319,10,1,30,583,5,"uncued",20
"2486",319,40,1,70,563,5,"uncued",17
"2487",319,20,1,30,635,5,"uncued",19
"2488",319,20,1,30,827,5,"uncued",20
"2489",319,40,1,70,688,5,"uncued",18
"2490",319,40,1,30,650,5,"uncued",5
"2491",319,30,1,30,1111,5,"uncued",20
"2492",319,40,1,70,606,5,"uncued",5
"2493",319,40,1,70,712,5,"uncued",1
"2494",319,30,1,70,672,5,"uncued",15
"2495",319,10,1,30,949,5,"uncued",9
"2496",319,40,1,70,880,5,"uncued",19
"2497",319,10,1,30,999,5,"uncued",2
"2498",319,10,1,70,742,5,"uncued",10
"2499",319,20,1,70,639,5,"uncued",9
"2500",319,40,1,30,845,5,"uncued",14
"2501",319,30,1,30,977,5,"uncued",4
"2502",319,20,1,30,819,5,"uncued",7
"2503",319,40,1,70,679,5,"uncued",8
"2504",319,50,1,30,889,5,"uncued",18
"2505",319,40,1,70,831,5,"uncued",7
"2506",319,40,1,70,520,5,"uncued",18
"2507",319,10,1,30,1422,5,"uncued",4
"2508",319,20,1,30,740,5,"uncued",12
"2509",319,50,1,70,726,5,"uncued",1
"2510",319,50,1,70,1614,5,"uncued",10
"2511",319,40,1,30,849,5,"uncued",19
"2512",319,20,1,70,886,5,"uncued",2
"2513",319,40,1,30,1013,5,"uncued",3
"2514",319,30,1,70,957,5,"uncued",11
"2515",319,40,1,30,627,5,"uncued",3
"2516",319,30,0,30,954,5,"uncued",17
"2517",319,50,1,30,935,5,"uncued",7
"2518",319,10,1,70,780,5,"uncued",18
"2519",319,10,1,30,704,5,"uncued",14
"2520",319,20,1,70,640,5,"uncued",6
"2521",319,30,1,70,731,5,"uncued",12
"2522",319,20,1,30,1248,5,"uncued",14
"2523",319,50,1,30,686,5,"uncued",12
"2524",319,50,1,30,1036,5,"uncued",6
"2525",319,40,1,70,731,5,"uncued",16
"2526",319,40,1,30,815,5,"uncued",6
"2527",319,30,1,30,741,5,"uncued",16
"2528",319,50,1,70,865,5,"uncued",2
"2529",319,10,1,30,1077,5,"uncued",8
"2530",319,50,1,30,903,5,"uncued",16
"2531",319,40,1,30,857,5,"uncued",15
"2532",319,30,1,30,846,5,"uncued",11
"2533",319,10,1,30,975,5,"uncued",11
"2534",319,30,1,70,716,5,"uncued",8
"2535",319,30,1,30,1010,5,"uncued",15
"2536",319,30,1,30,955,5,"uncued",7
"2537",319,20,1,70,613,5,"uncued",2
"2538",319,10,1,70,687,5,"uncued",2
"2539",319,10,1,30,818,5,"uncued",9
"2540",319,30,1,70,708,5,"uncued",18
"2541",319,30,1,70,630,5,"uncued",11
"2542",319,30,1,70,507,5,"uncued",8
"2543",319,30,1,70,727,5,"uncued",16
"2544",319,10,1,70,997,5,"uncued",15
"2545",319,10,0,70,1356,5,"uncued",12
"2546",319,20,1,70,812,5,"uncued",5
"2547",319,20,1,70,843,5,"uncued",11
"2548",319,50,1,70,737,5,"uncued",14
"2549",319,10,1,70,656,5,"uncued",7
"2550",319,40,1,70,605,5,"uncued",4
"2551",319,30,1,70,750,5,"uncued",11
"2552",319,40,1,30,656,5,"uncued",16
"2553",319,50,1,70,750,5,"uncued",4
"2554",319,40,1,70,1043,5,"uncued",15
"2555",319,40,1,30,968,5,"uncued",1
"2556",319,20,1,30,603,5,"uncued",4
"2557",319,50,1,30,911,5,"uncued",3
"2558",319,20,1,30,817,5,"uncued",18
"2559",319,40,1,30,892,5,"uncued",12
"2560",319,30,0,30,652,5,"uncued",12
"2561",319,50,1,70,620,5,"uncued",5
"2562",319,30,1,70,695,5,"uncued",14
"2563",319,50,1,30,741,5,"uncued",17
"2564",319,10,1,70,787,5,"uncued",5
"2565",319,10,1,30,1162,5,"uncued",7
"2566",319,50,1,70,712,5,"uncued",19
"2567",319,30,1,70,823,5,"uncued",11
"2568",319,20,1,30,829,5,"uncued",5
"2569",319,10,1,70,574,5,"uncued",13
"2570",319,50,1,30,810,5,"uncued",14
"2571",319,20,1,70,693,5,"uncued",8
"2572",319,20,1,30,776,5,"uncued",16
"2573",319,10,1,30,752,5,"uncued",20
"2574",319,20,1,30,819,5,"uncued",1
"2575",319,50,1,70,732,5,"uncued",11
"2576",319,40,1,70,685,5,"uncued",7
"2577",319,10,1,70,648,5,"uncued",20
"2578",319,30,1,30,844,5,"uncued",2
"2579",319,20,1,30,677,5,"uncued",15
"2580",319,40,1,70,637,5,"uncued",20
"2581",319,10,0,70,670,5,"uncued",3
"2582",319,50,1,70,951,5,"uncued",10
"2583",319,40,1,30,723,5,"uncued",15
"2584",319,40,1,30,1251,5,"uncued",4
"2585",319,50,1,70,780,5,"uncued",13
"2586",319,10,1,70,598,5,"uncued",9
"2587",319,50,1,70,753,5,"uncued",4
"2588",319,30,1,30,985,5,"uncued",11
"2589",319,30,1,70,753,5,"uncued",14
"2590",319,40,1,30,709,5,"uncued",3
"2591",319,20,1,30,748,5,"uncued",18
"2592",319,40,1,30,882,5,"uncued",17
"2593",319,40,1,70,771,5,"uncued",19
"2594",319,50,1,30,786,5,"uncued",10
"2595",319,50,1,70,703,5,"uncued",7
"2596",319,10,1,30,629,5,"uncued",13
"2597",319,20,1,30,749,5,"uncued",15
"2598",319,10,1,30,931,5,"uncued",8
"2599",319,10,1,30,1261,5,"uncued",6
"2600",319,40,1,30,820,5,"uncued",16
"2601",320,10,1,30,2108,5,"uncued",19
"2602",320,50,1,70,2404,5,"uncued",11
"2603",320,40,1,70,1776,5,"uncued",19
"2604",320,40,1,70,1414,5,"uncued",17
"2605",320,30,1,30,1743,5,"uncued",2
"2606",320,50,1,30,1812,5,"uncued",11
"2607",320,50,1,70,1493,5,"uncued",15
"2608",320,50,1,70,1325,5,"uncued",1
"2609",320,30,1,30,1404,5,"uncued",14
"2610",320,10,1,70,1418,5,"uncued",2
"2611",320,20,1,70,1298,5,"uncued",12
"2612",320,50,1,30,1318,5,"uncued",17
"2613",320,30,1,30,1528,5,"uncued",15
"2614",320,40,1,30,1185,5,"uncued",11
"2615",320,20,1,30,1896,5,"uncued",2
"2616",320,50,1,30,1371,5,"uncued",5
"2617",320,30,1,70,1026,5,"uncued",14
"2618",320,10,1,70,1041,5,"uncued",16
"2619",320,40,1,70,901,5,"uncued",13
"2620",320,30,1,30,1468,5,"uncued",7
"2621",320,30,1,30,1291,5,"uncued",2
"2622",320,10,1,30,1261,5,"uncued",3
"2623",320,40,1,30,1838,5,"uncued",14
"2624",320,30,1,30,998,5,"uncued",14
"2625",320,40,1,30,1292,5,"uncued",14
"2626",320,40,1,30,1001,5,"uncued",9
"2627",320,50,1,30,1186,5,"uncued",9
"2628",320,30,1,70,1022,5,"uncued",3
"2629",320,30,1,70,876,5,"uncued",1
"2630",320,10,1,70,860,5,"uncued",16
"2631",320,10,1,30,1601,5,"uncued",15
"2632",320,20,1,70,1356,5,"uncued",18
"2633",320,50,1,70,1187,5,"uncued",4
"2634",320,50,1,70,1212,5,"uncued",2
"2635",320,10,1,30,1237,5,"uncued",16
"2636",320,30,1,70,2255,5,"uncued",11
"2637",320,10,0,30,1583,5,"uncued",15
"2638",320,20,1,70,1078,5,"uncued",6
"2639",320,10,1,30,1343,5,"uncued",16
"2640",320,10,1,70,1071,5,"uncued",9
"2641",320,20,1,70,1087,5,"uncued",8
"2642",320,30,1,70,892,5,"uncued",2
"2643",320,20,1,70,781,5,"uncued",9
"2644",320,10,1,30,1496,5,"uncued",15
"2645",320,30,1,70,750,5,"uncued",10
"2646",320,40,1,30,1355,5,"uncued",6
"2647",320,20,1,30,1003,5,"uncued",12
"2648",320,40,1,30,1204,5,"uncued",20
"2649",320,40,1,70,1169,5,"uncued",20
"2650",320,40,1,30,828,5,"uncued",20
"2651",320,30,1,70,1104,5,"uncued",3
"2652",320,10,0,30,1813,5,"uncued",16
"2653",320,40,1,70,1328,5,"uncued",7
"2654",320,30,1,30,1456,5,"uncued",8
"2655",320,20,1,70,1106,5,"uncued",18
"2656",320,30,1,30,1358,5,"uncued",7
"2657",320,20,1,70,977,5,"uncued",19
"2658",320,10,1,70,890,5,"uncued",6
"2659",320,40,1,30,1063,5,"uncued",8
"2660",320,10,1,70,1113,5,"uncued",5
"2661",320,40,1,30,1186,5,"uncued",6
"2662",320,10,1,70,1525,5,"uncued",17
"2663",320,30,1,70,1058,5,"uncued",13
"2664",320,10,1,30,1886,5,"uncued",10
"2665",320,20,1,30,1154,5,"uncued",16
"2666",320,10,1,30,1717,5,"uncued",18
"2667",320,50,1,30,1372,5,"uncued",18
"2668",320,40,1,70,958,5,"uncued",19
"2669",320,30,1,30,795,5,"uncued",8
"2670",320,20,1,30,965,5,"uncued",4
"2671",320,30,1,30,1134,5,"uncued",17
"2672",320,50,1,70,1197,5,"uncued",3
"2673",320,10,1,70,990,5,"uncued",6
"2674",320,20,1,30,993,5,"uncued",12
"2675",320,50,1,30,996,5,"uncued",12
"2676",320,20,1,30,1053,5,"uncued",7
"2677",320,40,1,30,738,5,"uncued",16
"2678",320,30,1,70,1174,5,"uncued",5
"2679",320,40,1,70,816,5,"uncued",4
"2680",320,20,1,70,1531,5,"uncued",18
"2681",320,40,1,70,831,5,"uncued",13
"2682",320,10,1,70,908,5,"uncued",9
"2683",320,10,1,70,836,5,"uncued",3
"2684",320,30,1,70,1289,5,"uncued",2
"2685",320,50,1,30,1465,5,"uncued",15
"2686",320,50,1,70,984,5,"uncued",20
"2687",320,10,1,30,1768,5,"uncued",10
"2688",320,50,1,30,1117,5,"uncued",1
"2689",320,10,0,30,1307,5,"uncued",10
"2690",320,50,1,70,925,5,"uncued",12
"2691",320,50,1,70,785,5,"uncued",5
"2692",320,20,1,70,1554,5,"uncued",4
"2693",320,20,1,30,998,5,"uncued",9
"2694",320,10,1,30,970,5,"uncued",1
"2695",320,20,1,70,956,5,"uncued",1
"2696",320,40,1,30,821,5,"uncued",20
"2697",320,40,1,30,1105,5,"uncued",5
"2698",320,10,1,70,1628,5,"uncued",12
"2699",320,10,1,30,1795,5,"uncued",17
"2700",320,40,1,70,1196,5,"uncued",18
"2701",320,40,1,70,1195,5,"uncued",16
"2702",320,40,1,30,1252,5,"uncued",17
"2703",320,20,0,70,1760,5,"uncued",15
"2704",320,30,1,70,1209,5,"uncued",1
"2705",320,10,0,70,1299,5,"uncued",8
"2706",320,20,1,70,1266,5,"uncued",13
"2707",320,50,1,70,1096,5,"uncued",12
"2708",320,50,1,70,1229,5,"uncued",7
"2709",320,20,1,30,1054,5,"uncued",7
"2710",320,10,1,70,951,5,"uncued",3
"2711",320,50,1,70,901,5,"uncued",7
"2712",320,30,1,30,1160,5,"uncued",18
"2713",320,30,1,70,919,5,"uncued",17
"2714",320,20,1,70,1251,5,"uncued",8
"2715",320,50,0,30,1901,5,"uncued",8
"2716",320,10,1,70,1881,5,"uncued",15
"2717",320,50,1,70,1070,5,"uncued",4
"2718",320,30,1,70,1171,5,"uncued",9
"2719",320,50,1,70,1037,5,"uncued",4
"2720",320,20,1,70,930,5,"uncued",19
"2721",320,20,1,70,819,5,"uncued",17
"2722",320,40,1,30,1442,5,"uncued",14
"2723",320,20,1,30,1109,5,"uncued",6
"2724",320,40,1,30,1147,5,"uncued",13
"2725",320,40,1,70,1009,5,"uncued",20
"2726",320,30,1,30,1136,5,"uncued",12
"2727",320,30,1,70,945,5,"uncued",1
"2728",320,40,1,30,1222,5,"uncued",19
"2729",320,40,1,30,1706,5,"uncued",6
"2730",320,10,1,30,1303,5,"uncued",3
"2731",320,30,1,30,1146,5,"uncued",4
"2732",320,50,1,70,825,5,"uncued",4
"2733",320,50,1,30,1703,5,"uncued",20
"2734",320,30,1,30,1192,5,"uncued",8
"2735",320,40,1,30,1433,5,"uncued",9
"2736",320,40,1,70,1097,5,"uncued",4
